contents,Es_keV,y_m,PrReach,uPrReach,PrDet,uPrDet
f,2000,-15,2.6211667535000057e-6,2.127366228506958e-8,1.6900839374999987e-6,1.7068325068530917e-8
f,2000,-12.5,4.219999999999997e-6,1.4731252524225488e-7,2.754999999999999e-6,1.1863609885380589e-7
f,2000,-10,7.795000000000014e-6,2.0043613390616462e-7,5.0199999999999985e-6,1.618693442023534e-7
f,2000,-7.5,1.5395000000000018e-5,2.816459857258756e-7,1.0100000000000032e-5,2.2978633176659997e-7
f,2000,-5,4.359500000000003e-5,4.7321450292626294e-7,2.8220000000000048e-5,3.854555444814615e-7
f,2000,-2.5,8.703000000000004e-4,2.1090880010645607e-6,5.829124999999997e-4,1.7487144298058824e-6
f,2000,-2,0.0018414550000000003,3.0669221342622146e-6,0.0012489700000000003,2.557846894785938e-6
f,2000,-1.5,0.003592824999999999,4.282156446347768e-6,0.0024762900000000003,3.5994616703569025e-6
f,2000,-1,0.0060309649999999975,5.5504792725232985e-6,0.004192327499999997,4.690727646336046e-6
f,2000,-0.5,0.008359144999999995,6.531624380151252e-6,0.005846425000000003,5.531266555753862e-6
f,2000,0,0.009330535000000001,6.903428043412959e-6,0.006541587500000003,5.8544553370418905e-6
m,20,-15,0,0,0,0
m,20,-12.5,0,0,0,0
m,20,-10,0,0,0,0
m,20,-7.5,0,0,0,0
m,20,-5,0,0,0,0
m,20,-2.5,0,0,0,0
m,20,-2,0,0,0,0
m,20,-1.5,0,0,0,0
m,20,-1,0,0,0,0
m,20,-0.5,0,0,0,0
m,20,0,0,0,0,0
m,42.5,-15,0,0,0,0
m,42.5,-12.5,0,0,0,0
m,42.5,-10,0,0,0,0
m,42.5,-7.5,0,0,0,0
m,42.5,-5,0,0,0,0
m,42.5,-2.5,0,0,0,0
m,42.5,-2,0,0,0,0
m,42.5,-1.5,0,0,0,0
m,42.5,-1,0,0,0,0
m,42.5,-0.5,0,0,0,0
m,42.5,0,0,0,0,0
m,65,-15,0,0,0,0
m,65,-12.5,0,0,0,0
m,65,-10,0,0,0,0
m,65,-7.5,0,0,0,0
m,65,-5,0,0,0,0
m,65,-2.5,0,0,0,0
m,65,-2,0,0,0,0
m,65,-1.5,0,0,0,0
m,65,-1,0,0,0,0
m,65,-0.5,0,0,0,0
m,65,0,0,0,0,0
m,87.5,-15,0,0,0,0
m,87.5,-12.5,0,0,0,0
m,87.5,-10,0,0,0,0
m,87.5,-7.5,0,0,0,0
m,87.5,-5,0,0,0,0
m,87.5,-2.5,0,0,0,0
m,87.5,-2,0,0,0,0
m,87.5,-1.5,0,0,0,0
m,87.5,-1,0,0,0,0
m,87.5,-0.5,0,0,0,0
m,87.5,0,0,0,0,0
m,110,-15,0,0,0,0
m,110,-12.5,0,0,0,0
m,110,-10,3.33333e-10,2.3570202469325547e-10,1.666665e-10,1.666665e-10
m,110,-7.5,0,0,0,0
m,110,-5,0,0,0,0
m,110,-2.5,0,0,0,0
m,110,-2,1.5000000000000002e-8,8.660254037844388e-9,1e-8,7.071067811865476e-9
m,110,-1.5,2.5000000000000002e-8,1.1180296999632881e-8,1.5000000000000002e-8,8.660254037844388e-9
m,110,-1,4.5e-8,1.4999968033299272e-8,3.4999999999999996e-8,1.3228720308480334e-8
m,110,-0.5,8.499999999999998e-8,2.061561066279629e-8,6e-8,1.732045270770946e-8
m,110,0,1.3499999999999998e-7,2.59802909721966e-8,9e-8,2.1213767322189617e-8
m,132.5,-15,8e-10,4e-10,4e-10,2.82842712474619e-10
m,132.5,-12.5,4.999995e-10,2.886748459196783e-10,4.999995e-10,2.886748459196783e-10
m,132.5,-10,2.9999975e-9,7.453650060346325e-10,2.166665e-9,6.009366956864092e-10
m,132.5,-7.5,2e-9,1.0000646029132319e-9,1.5000000000000002e-9,8.660254037844387e-10
m,132.5,-5,1.0500000000000001e-8,2.291340053331238e-9,7.500000000000001e-9,1.9365200825191564e-9
m,132.5,-2.5,6e-8,1.7320825702027028e-8,5e-8,1.5811357974570056e-8
m,132.5,-2,1.95e-7,3.1224591046161034e-8,1.4500000000000001e-7,2.7839447713631103e-8
m,132.5,-1.5,8.049999999999999e-7,6.344028021099844e-8,5.250000000000001e-7,5.171951608677328e-8
m,132.5,-1,2.155e-6,1.0380402858270965e-7,1.4250000000000001e-6,8.500320722184545e-8
m,132.5,-0.5,3.805e-6,1.3792925055984317e-7,2.5500000000000006e-6,1.1379332333006185e-7
m,132.5,0,4.625e-6,1.5207700506980008e-7,3.08e-6,1.254961464258963e-7
m,140,-15,3.8e-9,8.717872456052565e-10,2.4000000000000004e-9,6.92833028081081e-10
m,140,-12.5,3.4999999999999995e-9,7.63777925108974e-10,2.4999989999999997e-9,6.455064359764415e-10
m,140,-10,4.6666595e-9,9.128843829274356e-10,3.1666659999999997e-9,7.264899517515818e-10
m,140,-7.5,8.5e-9,2.0615250762481644e-9,6.5e-9,1.8028061543050047e-9
m,140,-5,2.8e-8,3.7418734091361245e-9,1.8000000000000006e-8,3.0000296815198342e-09
m,140,-2.5,1.95e-7,3.201527115299822e-8,1.1500000000000001e-7,2.3979407040208482e-8
m,140,-2,6.200000000000001e-7,5.612593188981364e-8,3.7000000000000006e-7,4.3590294940502526e-8
m,140,-1.5,1.97e-6,9.975450023808449e-8,1.2400000000000002e-6,7.968830962725964e-8
m,140,-1,5.02e-6,1.5875303634734046e-7,3.3150000000000004e-6,1.2932859245541955e-7
m,140,-0.5,8.76e-6,2.0963978595319162e-7,5.835e-6,1.7183780897258904e-7
m,140,0,1.0525e-5,2.3013236615750076e-7,6.96e-6,1.8775000519840208e-7
m,155,-15,9.8e-9,1.4282392869543954e-9,6.400000000000001e-9,1.1313759177214263e-9
m,155,-12.5,1.6166668499999997e-8,1.675046017056889e-9,9.833336500000001e-9,1.2801569295632768e-9
m,155,-10,2.4666663e-8,2.0275654353280754e-9,1.6000003499999997e-8,1.6329968983196728e-9
m,155,-7.5,3.5499999999999994e-8,4.27209959299874e-9,2.4500000000000004e-8,3.5000632922848693e-9
m,155,-5,7.6e-8,6.324803268481953e-9,4.749999999999999e-8,4.974890023407553e-9
m,155,-2.5,7.8e-7,6.244902332302723e-8,5.05e-7,5.1234522784934767e-8
m,155,-2,2.5e-6,1.1202959888685669e-7,1.6400000000000004e-6,9.165185520217253e-8
m,155,-1.5,7.935000000000001e-6,1.994270272856716e-7,5.0800000000000005e-6,1.60777217673245e-7
m,155,-1,1.8445e-5,3.0444988040726836e-7,1.2015e-5,2.47446062527776e-7
m,155,-0.5,3.074e-5,3.930626862038039e-7,2.017e-5,3.1977894192473027e-7
m,155,0,3.5615e-5,4.2309581377508335e-7,2.3444999999999997e-5,3.449909623406822e-7
m,177.5,-15,3.1e-8,2.489908038462465e-9,2.0799999999999994e-8,2.0396215513668218e-9
m,177.5,-12.5,4.599999949999999e-8,2.778877675606937e-9,2.7666663500000006e-8,2.14742164749221e-9
m,177.5,-10,7.8666711e-8,3.628655955619689e-9,5.18333365e-8,2.9861561289638482e-9
m,177.5,-7.5,1.485e-7,8.67469031378066e-9,9.650000000000001e-8,7.088973563041408e-9
m,177.5,-5,2.784999999999999e-7,1.2010251714160699e-8,1.8300000000000004e-7,9.695376612334354e-9
m,177.5,-2.5,3.715e-6,1.373887611396944e-7,2.3849999999999988e-6,1.1011220555415279e-7
m,177.5,-2,1.0885e-5,2.3445337331972854e-7,6.985e-6,1.890072235888089e-7
m,177.5,-1.5,3.055e-5,3.920498254176375e-7,1.9859999999999996e-5,3.186188997383865e-7
m,177.5,-1,6.525e-5,5.721556299002047e-7,4.285999999999999e-5,4.668564803823547e-7
m,177.5,-0.5,1.0515e-4,7.260391762956047e-7,6.9215e-5,5.93116940013308e-7
m,177.5,0,1.2256e-4,7.8358112139395e-7,8.0675e-5,6.404560874708742e-7
m,200,-15,6.480000000000001e-8,3.6221890472475338e-9,4.2400000000000016e-8,2.9394469788040064e-9
m,200,-12.5,1.1866660149999998e-7,4.509268232650148e-9,7.500001149999999e-8,3.5747462525066566e-9
m,200,-10,2.0666663000000001e-7,5.9295199406239235e-9,1.314999985e-7,4.699066658117175e-9
m,200,-7.5,3.7600000000000003e-7,1.3784923635533857e-8,2.42e-7,1.1090765094663217e-8
m,200,-5,7.165000000000003e-7,1.9151155773803836e-8,4.6199999999999993e-7,1.539386197807425e-8
m,200,-2.5,1.037e-5,2.2880954514180566e-7,6.449999999999998e-6,1.827603581606252e-7
m,200,0,2.7505e-4,1.1751715836369384e-6,1.8198499999999996e-4,9.622205036023446e-7
m,250,-15,2.3539999999999998e-7,6.948449594780118e-9,1.4939999999999997e-7,5.524555702533915e-9
m,250,-12.5,3.7483328100000007e-7,7.967017354234641e-9,2.37666667e-7,6.351212674821571e-9
m,250,-10,6.401667829999999e-7,1.0406806670445927e-8,4.120000430000001e-7,8.330823901329791e-9
m,250,-7.5,1.1874999999999996e-6,2.461367735629928e-8,7.720000000000001e-7,1.9809568303600154e-8
m,250,-5,2.5885e-6,3.635138486619183e-8,1.6260000000000002e-6,2.867998960163689e-8
m,250,-2.5,4.0675000000000006e-5,4.525599387815939e-7,2.574e-5,3.6419586677294957e-7
m,250,-2,1.03775e-4,7.222156166410763e-7,6.713500000000001e-5,5.87073233392777e-7
m,250,-1.5,2.4808999999999996e-4,1.1160875126409219e-6,1.6191000000000003e-4,9.108132829286417e-7
m,250,-1,4.8338e-4,1.5567943984120062e-6,3.18805e-4,1.2766140261577695e-6
m,250,-0.5,7.318100000000001e-4,1.9158857938006115e-6,4.861199999999999e-4,1.5756071895452717e-6
m,250,0,8.3639e-4,2.046427978105631e-6,5.571549999999999e-4,1.6870170598183794e-6
m,300,-15,4.4839999999999997e-7,9.53272339367927e-9,2.8839999999999996e-7,7.688815964555269e-9
m,300,-12.5,7.29666653e-7,1.1099609712189391e-8,4.6366658149999996e-7,8.903566295749344e-9
m,300,-10,1.2770004215e-6,1.4695300525595905e-8,8.133333195e-7,1.1773795067954958e-8
m,300,-7.5,2.3614999999999993e-6,3.474225912034218e-8,1.5265000000000001e-6,2.7823476558340074e-8
m,300,-5,5.510499999999999e-6,5.303745661690425e-8,3.493500000000001e-6,4.232803177402062e-8
m,300,-2.5,9.381999999999999e-5,6.868271383148383e-7,5.9485000000000004e-5,5.526604148093565e-7
m,300,-2,2.2841500000000001e-4,1.071200643147795e-6,1.4774000000000002e-4,8.713864235088244e-7
m,300,-1.5,5.10875e-4,1.600633376455942e-6,3.34835e-4,1.3111389004854711e-6
m,300,-1,9.460500000000001e-4,2.177442817081771e-6,6.2622e-4,1.7912499205639202e-6
m,300,-0.5,0.0013906449999999998,2.64078163128992e-6,9.2781e-4,2.179497887780578e-6
m,300,0,0.0015821249999999998,2.81580750387744e-6,0.001058355,2.3274693658125777e-6
m,350,-15,6.876e-7,1.179467540814922e-8,4.346e-7,9.400239270231368e-9
m,350,-12.5,1.1563327129999998e-6,1.398155212868311e-8,7.370000480000001e-7,1.1218464176100819e-8
m,350,-10,2.024499903e-6,1.8523798710926247e-8,1.3018333465000004e-6,1.4886927742054903e-8
m,350,-7.5,3.964999999999999e-6,4.501620457351996e-8,2.5375e-6,3.589388854408226e-8
m,350,-5,9.234500000000003e-6,6.862418163096736e-8,5.836000000000001e-6,5.462957730341687e-8
m,350,-2.5,1.6274000000000006e-4,9.050139877046101e-7,1.0377e-4,7.312025800258777e-7
m,350,-2,3.8201e-4,1.384324127824387e-6,2.4770999999999994e-4,1.1287404926718098e-6
m,350,-1.5,8.271000000000001e-4,2.0367942991466395e-6,5.43355e-4,1.6707968267195895e-6
m,350,-1,0.0014801500000000002,2.7239659341432667e-6,9.831350000000004e-4,2.2469468974600297e-6
m,350,-0.5,0.002134885,3.269999041227459e-6,0.0014294950000000005,2.7088876320866003e-6
m,350,0,0.0024057799999999997,3.47309645067334e-6,0.00161567,2.8772332934506716e-6
m,400,-15,9.604000000000004e-7,1.3977523118507086e-8,6.06e-7,1.1161137324502372e-8
m,400,-12.5,1.6485001189999995e-6,1.6693771057816e-8,1.0418332360000002e-6,1.3337279821174699e-8
m,400,-10,2.8501662495000003e-6,2.1974860415164684e-8,1.8353329734999998e-6,1.7705334967098103e-8
m,400,-7.5,5.5980000000000004e-6,5.3393647985715486e-8,3.5775000000000005e-6,4.272889411659867e-8
m,400,-5,1.3315000000000002e-5,8.229124076270208e-8,8.4465e-6,6.58961151768638e-8
m,400,-2.5,2.4659499999999995e-4,1.113661284075414e-6,1.58175e-4,9.044984643129584e-7
m,400,-2,5.574299999999998e-4,1.6723800127586885e-6,3.64505e-4,1.3720424007998988e-6
m,400,-1.5,0.0011646649999999998,2.4171982927496352e-6,7.70595e-4,1.9928558655635385e-6
m,400,-1,0.0020438450000000003,3.201231215861602e-6,0.001368605,2.652811439089622e-6
m,400,-0.5,0.0029029600000000004,3.8147773716052225e-6,0.0019560150000000006,3.1703711309248954e-6
m,400,0,0.0032576099999999993,4.04059291803672e-6,0.00220114,3.3608512910112896e-6
m,450,-15,1.2630000000000004e-6,1.6036765216426905e-8,7.985999999999999e-7,1.2798614727102305e-8
m,450,-12.5,2.0391662660000006e-6,1.8600699996264395e-8,1.2958338029999998e-6,1.4847448702194468e-8
m,450,-10,3.702666331e-6,2.5056173476258054e-8,2.3698339275e-6,2.013695451177167e-8
m,450,-7.5,7.299499999999999e-6,6.087807205336746e-8,4.693000000000003e-6,4.904517692039147e-8
m,450,-5,1.8205000000000003e-5,9.616008718023295e-8,1.1553250000000003e-5,7.709148093766586e-8
m,450,-2.5,3.344550000000001e-4,1.2959256999289155e-6,2.1504999999999994e-4,1.0555708305470316e-6
m,450,-2,7.42375e-4,1.9300626455785704e-6,4.8461000000000006e-4,1.5823456617947767e-6
m,450,-1.5,0.0015124049999999997,2.753714482779215e-6,0.0010038050000000002,2.2745998779384253e-6
m,450,-1,0.0026115649999999997,3.6155155907850813e-6,0.0017552399999999995,3.0071932346191184e-6
m,450,-0.5,0.00366856,4.285945254857556e-6,0.0024861900000000005,3.575161755108466e-6
m,450,0,0.00411104,4.535873583382148e-6,0.002792085000000001,3.7901108533985525e-6
m,500,-15,1.5424000000000005e-6,1.7716930559360445e-8,9.798000000000003e-7,1.4184413475360904e-8
m,500,-12.5,2.4890007375000004e-6,2.0554793770083704e-8,1.5792514450000002e-6,1.638715469407769e-8
m,500,-10,4.540000450000001e-6,2.771400792248418e-8,2.9105007160000012e-6,2.2311739001125096e-8
m,500,-7.5,9.023499999999998e-6,6.771254632965e-8,5.783000000000003e-6,5.4430751823211115e-8
m,500,-5,2.2697000000000003e-5,1.0736095128610544e-7,1.4418000000000005e-5,8.623740986899187e-8
m,500,-2.5,4.2939625e-4,7.343823911971776e-7,2.7742249999999994e-4,5.99181118544862e-7
m,500,-2,9.343800000000001e-4,1.082365295082899e-6,6.138274999999998e-4,8.912845049979834e-7
m,500,-1.5,0.0018625115000000005,1.5274560593962068e-6,0.0012430162500000003,1.266990356350508e-6
m,500,-1,0.00316342025,1.9931950364461967e-6,0.0021365462499999995,1.6578499052899154e-6
m,500,-0.5,0.004407587749999999,2.3523829497854363e-6,0.003000106249999999,1.9667130828365517e-6
m,500,0,0.004927850750000001,2.4801979286254196e-6,0.00336300675,2.0820668880263462e-6
m,511,-15,1.6068000000000004e-6,1.8071734341949582e-8,1.0192000000000003e-6,1.4480606209409882e-8
m,511,-12.5,2.5853335939999993e-6,2.0912109422308e-8,1.6540832975000002e-6,1.6810520591594594e-8
m,511,-10,4.695999452000004e-6,2.818884334218985e-8,3.0065002075000005e-6,2.2681248906540227e-8
m,511,-7.5,9.362499999999997e-6,6.893258314297018e-8,6.0025e-6,5.539340834941464e-8
m,511,-5,2.3909e-5,1.1021942124766396e-7,1.5217499999999996e-5,8.84922889090202e-8
m,511,-2.5,4.50945e-4,7.525047822100431e-7,2.91835e-4,6.147997871434067e-7
m,511,-2,9.774837499999997e-4,1.1070072944236439e-6,6.431549999999999e-4,9.114893251184089e-7
m,511,-1.5,0.0019406589999999995,1.560113254660126e-6,0.0012968550000000006,1.2938710268610564e-6
m,511,-1,0.00328752275,2.028938429229714e-6,0.00222259125,1.690670668326074e-6
m,511,-0.5,0.004570827,2.3953372124748285e-6,0.00311448025,1.9997969424913465e-6
m,511,0,0.00510916975,2.531047937704695e-6,0.003489842100000001,2.1178090848566754e-6
m,550,-15,1.8082000000000005e-6,1.9178265325790027e-8,1.1422000000000007e-6,1.5318638145723006e-8
m,550,-12.5,2.9936660835000003e-6,2.2520006608234098e-8,1.9073339164999988e-6,1.8116626181863403e-8
m,550,-10,5.369499380500001e-6,3.0155039329136486e-8,3.4551668144999994e-6,2.4365361964765282e-8
m,550,-7.5,1.0757999999999998e-5,7.386790043471183e-8,6.868000000000004e-6,5.9368823512892684e-8
m,550,-5,2.8137000000000005e-5,1.1956883164612758e-7,1.7914500000000013e-5,9.621862861271982e-8
m,550,-2.5,5.290012499999998e-4,8.149960532496653e-7,3.433087499999999e-4,6.66961600702734e-7
m,550,-2,0.0011285849999999997,1.189876082127108e-6,7.449600000000001e-4,9.820359726709038e-7
m,550,-1.5,0.0022136977499999998,1.6678302921954947e-6,0.001483981,1.383900181922545e-6
m,550,-1,0.0037121172500000008,2.1544941973929258e-6,0.00251845625,1.8008896907702181e-6
m,550,-0.5,0.00513336075,2.5384669414216286e-6,0.003508760000000001,2.125455668035401e-6
m,550,0,0.0057249324999999966,2.676815953736296e-6,0.00392320165,2.247329697626886e-6
m,600,-15,2.031200000000002e-6,2.030692184057446e-8,1.2798000000000004e-6,1.6240486402839044e-8
m,600,-12.5,3.493333445e-6,7.68837480376908e-8,2.2166668649999994e-6,6.114586099056221e-8
m,600,-10,6.27499952e-6,1.0306190222579437e-7,3.990000054999998e-6,8.259242681240337e-8
m,600,-7.5,1.235500000000001e-5,2.512404176351807e-7,8.045000000000009e-6,2.0462254942698759e-7
m,600,-5,3.3505000000000005e-5,4.123385376677761e-7,2.1065000000000002e-5,3.292454339455599e-7
m,600,-2.5,6.3086875e-4,8.898068979298e-7,4.1198064999999995e-4,7.317624222170619e-7
m,600,-2,0.00132433725,1.288488690687613e-6,8.784212499999999e-4,1.066745507266494e-6
m,600,-1.5,0.0025594615000000005,1.7916577491160804e-6,0.0017229592500000003,1.4924539560514794e-6
m,600,-1,0.004241395250000001,2.300725060721979e-6,0.0028886174999999993,1.932885321389094e-6
m,600,-0.5,0.005826315499999998,2.6963472141022893e-6,0.0039987619,2.2716168368632588e-6
m,600,0,0.006482061999999999,2.84924557675855e-6,0.004461965850000001,2.3945671407483686e-6
m,650,-15,2.3154000000000007e-6,2.1657128207627156e-8,1.4750000000000007e-6,1.7452461627621478e-8
m,650,-12.5,4.05333337e-6,8.266150966704082e-8,2.53500008e-6,6.593128858724947e-8
m,650,-10,6.881666820000001e-6,1.0773951849114613e-7,4.449999805e-6,8.717807854124165e-8
m,650,-7.5,1.4615000000000007e-5,2.71794429209835e-7,9.395000000000007e-6,2.198456854261643e-7
m,650,-5,3.8475e-5,4.413449860698545e-7,2.452000000000001e-5,3.5665347243227564e-7
m,650,-2.5,7.352812500000001e-4,9.609138200753067e-7,4.819344e-4,7.916270694942455e-7
m,650,-2,0.00152148125,1.3814842262375989e-6,0.0010129194000000005,1.1465987218614656e-6
m,650,-1.5,0.0028991177499999997,1.908993266315675e-6,0.0019603356,1.5948510736459023e-6
m,650,-1,0.004752036000000001,2.442258565862673e-6,0.0032509809000000004,2.047361746374375e-6
m,650,-0.5,0.006488518749999999,2.849022944054546e-6,0.00447203065,2.40320628163026e-6
m,650,0,0.007205184749999999,3.0044915535782206e-6,0.004980296349999999,2.538140227188038e-6
m,661.6,-15,2.3640000000000023e-6,2.189944109612845e-8,1.5076000000000008e-6,1.762986969974537e-8
m,661.6,-12.5,4.049999595e-6,8.253047999960936e-8,2.5300003200000002e-6,6.5994510946477e-8
m,661.6,-10,6.9400011e-6,1.0813334402185067e-7,4.495000300000001e-6,8.770520520860098e-8
m,661.6,-7.5,1.4995000000000013e-5,2.7560539714281727e-7,9.640000000000011e-6,2.2271078548815271e-7
m,661.6,-5,3.9989999999999995e-5,4.4989850203240287e-7,2.5560000000000006e-5,3.639675585567345e-7
m,661.6,-2.5,7.589562499999998e-4,9.758794744363928e-7,4.977144000000001e-4,8.043429929210569e-7
m,661.6,-2,0.001565131,1.4019537561031822e-6,0.0010427256500000002,1.1625893404208508e-6
m,661.6,-1.5,0.002975057749999999,1.9290553564273744e-6,0.002013566500000001,1.615501068825972e-6
m,661.6,-1,0.004867740499999998,2.4661554472005508e-6,0.0033332415,2.079134027151485e-6
m,661.6,-0.5,0.00663647275,2.875467726537485e-6,0.004578711749999997,2.435261613981797e-6
m,661.6,0,0.007366633749999999,3.0279368880116444e-6,0.005096522600000001,2.5623107485128493e-6
m,700,-15,2.5746000000000007e-6,2.2864095104779457e-8,1.639800000000001e-6,1.8409939266591832e-8
m,700,-12.5,4.518334964999999e-6,8.716702477739258e-8,2.8583323399999994e-6,6.982155354509495e-8
m,700,-10,7.939999820000005e-6,1.1580737833910398e-7,5.08666692e-6,9.34471956236038e-8
m,700,-7.5,1.6255000000000013e-5,2.870062333948517e-7,1.0375000000000001e-5,2.3061199573363478e-7
m,700,-5,4.3934999999999985e-5,4.7171891112610686e-7,2.8145e-5,3.82267504745695e-7
m,700,-2.5,8.406237500000005e-4,1.0276699167269434e-6,5.526374999999998e-4,8.477594450935435e-7
m,700,-2,0.0017120712500000002,1.4646560035335517e-6,0.0011443887500000001,1.2196419038046961e-6
m,700,-1.5,0.003227047500000001,2.011452183613904e-6,0.0021909180000000005,1.6856690445481391e-6
m,700,-1,0.0052482564999999995,2.570161474265542e-6,0.0036033599999999995,2.157251668007294e-6
m,700,-0.5,0.007127421500000001,2.9837124078459853e-6,0.004931482750000001,2.5324462811784044e-6
m,700,0,0.007900341499999998,3.1409648783690988e-6,0.005481041250000001,2.66031935751649e-6
m,750,-15,2.8580000000000025e-6,2.4106125849493112e-08,1.8110000000000014e-6,1.9364432433459032e-8
m,750,-12.5,4.688332629999999e-6,8.874158122837114e-8,3.011666199999998e-6,7.193791923797424e-8
m,750,-10,8.843333645000001e-6,1.2211018090098558e-7,5.670000645000002e-6,9.857472676512372e-8
m,750,-7.5,1.7879999999999998e-5,3.008101246014669e-7,1.144000000000001e-5,2.4186692141340876e-7
m,750,-5,4.982499999999999e-5,5.019988516744833e-7,3.1984999999999986e-5,4.0866710861103073e-7
m,750,-2.5,9.440400000000002e-4,1.089058914745727e-6,6.231262499999999e-4,9.00457183175337e-7
m,750,-2,0.00190503875,1.546773247370908e-6,0.0012781202499999996,1.2890824939271004e-6
m,750,-1.5,0.0035482447500000003,2.108250427100831e-6,0.0024186560500000006,1.770142992920619e-6
m,750,-1,0.005724065499999999,2.675349894212373e-6,0.00394592905,2.2639695727896003e-6
m,750,-0.5,0.007733931500000003,3.11301273427089e-6,0.0053713271000000035,2.630108402102558e-6
m,750,0,0.008556949500000003,3.270334750151004e-6,0.0059607595,2.7775624442178052e-6
m,800,-15,3.0472000000000015e-6,2.4848771161061465e-8,1.938200000000002e-6,2.0034311038416073e-8
m,800,-12.5,5.036667355000002e-6,9.201275161065606e-8,3.2000000799999997e-6,7.397416276417947e-8
m,800,-10,9.473332769999999e-6,1.266190967145547e-7,6.144999460000001e-6,1.0302541419726249e-7
m,800,-7.5,1.975500000000001e-5,3.1587584926439056e-7,1.2580000000000012e-5,2.5348528591074086e-7
m,800,-5,5.635999999999999e-5,5.343247459726624e-7,3.6199999999999985e-5,4.3415706220531523e-7
m,800,-2.5,0.00104705625,1.1468987882195554e-6,6.947619000000003e-4,9.512171521700124e-7
m,800,-2,0.0020910784999999994,1.6179124566386153e-6,0.0014091971499999999,1.3530843888842413e-6
m,800,-1.5,0.003857649750000001,2.202449554158956e-6,0.0026390144,1.8537222015991266e-6
m,800,-1,0.006175899999999998,2.7744945027818407e-6,0.004272734399999999,2.3498763607148966e-6
m,800,-0.5,0.0083083305,3.2214648303587207e-6,0.005791631249999998,2.7351244615883694e-6
m,800,0,0.0091810275,3.3796626633306022e-6,0.006420076500000003,2.883518045803604e-6
m,850,-15,3.3128000000000024e-6,2.591047855995717e-8,2.107200000000002e-6,2.0844884016410355e-8
m,850,-12.5,5.383333104999999e-6,9.527705607922911e-8,3.4449988999999986e-6,7.712074587594255e-8
m,850,-10,1.0298332660000007e-5,1.315568831941108e-7,6.616667195000002e-6,1.0680218863412081e-7
m,850,-7.5,2.1640000000000013e-5,3.309954040375788e-7,1.3805000000000014e-5,2.655585724576597e-7
m,850,-5,6.226e-5,5.614760918979544e-7,4.0079999999999996e-5,4.560796019676828e-7
m,850,-2.5,0.0011527187499999999,1.2026647937653061e-6,7.6720815e-4,9.99969176230838e-7
m,850,-2,0.0022757487500000007,1.6887241486840278e-6,0.0015397772000000005,1.4166676506511308e-6
m,850,-1.5,0.0041612455,2.2822016054147054e-6,0.0028577739999999987,1.9282746380336716e-6
m,850,-1,0.006615683000000001,2.871410084934463e-6,0.004593829700000002,2.439165127535949e-6
m,850,-0.5,0.008864921,3.3466030250522625e-6,0.0062027229999999985,2.831046888334467e-6
m,850,0,0.009783951499999999,3.5143767005715024e-6,0.006865919999999999,2.981289432321752e-6
m,900,-15,3.5596000000000036e-6,2.6849458499716525e-8,2.2716000000000034e-6,2.1666761834948932e-8
m,900,-12.5,5.90333241e-6,9.988807645365332e-8,3.771667154999998e-6,8.046536714912768e-8
m,900,-10,1.097666712e-5,1.3587382869305647e-7,7.003335170000002e-6,1.0944650876587229e-7
m,900,-7.5,2.3760000000000027e-5,3.468314449768793e-7,1.5105000000000012e-5,2.7854029180847437e-7
m,900,-5,6.938500000000001e-5,5.919244733549206e-7,4.4879999999999984e-5,4.836885185183746e-7
m,900,-2.5,0.0012571375,1.2560748430102352e-6,8.396075499999998e-4,1.0465786438672559e-6
m,900,-2,0.0024615787500000003,1.7552967149927022e-6,0.0016707547999999998,1.476606534959621e-6
m,900,-1.5,0.004455805249999999,2.362073223391786e-6,0.0030707833999999985,1.9962756645067172e-06
m,900,-1,0.0070403885000000005,2.977386941148467e-6,0.0049051744500000025,2.5232309565603643e-6
m,900,-0.5,0.0093981715,3.4331368567914783e-6,0.006598089499999999,2.9396100988057e-6
m,900,0,0.010363030750000002,3.601890412041524e-6,0.007297807000000002,3.0660307301236726e-6
m,950,-15,3.857799999999996e-6,2.7931133975690995e-8,2.4692000000000042e-6,2.2638869745833163e-8
m,950,-12.5,6.4666665149999975e-6,1.0453664587370246e-7,4.154999674999999e-6,8.470440212761108e-8
m,950,-10,1.1828333010000003e-5,1.4124175515500123e-7,7.5316667849999995e-6,1.1391302807044395e-7
m,950,-7.5,2.569500000000001e-5,3.601247021633618e-7,1.6495000000000017e-5,2.9193371934267897e-7
m,950,-5,7.457e-5,6.13674718221103e-7,4.8484999999999994e-5,5.041314422643165e-7
m,950,-2.5,0.00136055625,1.3065909695453008e-6,9.120481500000002e-4,1.0902845257027206e-6
m,950,-2,0.002640511749999999,1.8212636209586615e-6,0.0017976133500000003,1.5296596065454955e-6
m,950,-1.5,0.004744265749999999,2.4380897680091405e-6,0.0032802877500000007,2.0683002141205064e-6
m,950,-1,0.007448213999999998,3.056316210490835e-6,0.005206674000000002,2.599233181284834e-6
m,950,-0.5,0.009910701500000004,3.5147656676644536e-6,0.006980544400000001,3.017818586369728e-6
m,950,0,0.010913518250000002,3.676685046067812e-6,0.007710705,3.1724677948655313e-6
m,1000,-15,4.103500550000002e-6,2.633758310347768e-8,2.6154996815000004e-6,2.1288415488792123e-8
m,1000,-12.5,6.988333524999998e-6,1.0874260459351869e-7,4.45499918e-6,8.751275336577506e-8
m,1000,-10,1.2530000910000003e-5,1.4530945928069665e-7,7.996667129999997e-6,1.1766427858073331e-7
